One Hot Encode,Symptom Description
48,"My head feels like it's going to explode, and I'm seeing everything through a haze. It's hard to focus, and things seem blurry and distorted. I've also been dealing with stomach issues – heartburn, indigestion, and a feeling of constant hunger. I'm exhausted and irritable, and I can't shake this feeling of uneasiness."
48,"""I've been feeling off lately. Not only am I experiencing frequent headaches and blurry vision, but I've also noticed a strange sensitivity to light, particularly fluorescent lights.  My stomach has been acting up too, with frequent bouts of indigestion and a feeling of nausea after eating."""
48,"I've been noticing a strange combination of symptoms lately.  My vision has been acting up, with things appearing distorted and blurry.  I've also been experiencing intense headaches that seem to come and go, leaving me feeling drained and disoriented.  On top of that, my stomach has been acting up with a constant feeling of indigestion and heartburn, which is really uncomfortable.  All of this has been making it difficult to focus on my day-to-day activities and I'm starting to get worried."
48,"My vision has been playing tricks on me lately, blurring and distorting things.  It's like looking through a warped lens.  On top of that, I've been having frequent headaches, feeling incredibly hungry even after eating, and my neck feels so stiff I can barely turn my head.  To make matters worse, my stomach's been acting up too, with acid reflux and indigestion, and I've felt more irritable and down than usual."
48,"I've been feeling incredibly tired lately, even after getting enough sleep. On top of that, I've had a persistent headache, my vision seems blurry, and I've been experiencing nausea and stomach upset. It's like my body is constantly out of whack, and I can't seem to shake these symptoms."
48,"""It feels like my stomach is constantly churning, with this persistent acid reflux and indigestion. On top of that, I've been getting these debilitating headaches that make it hard to focus, and my vision seems blurry and distorted. It's like my whole body is out of sync."""
48,"""I've been feeling off lately, and it's been getting progressively worse. I get these pounding headaches, sometimes on one side, that make me feel nauseous and sensitive to light. My vision seems blurry and distorted, especially during these headaches. On top of that, I've been experiencing persistent indigestion and heartburn, and I feel constantly hungry, even after eating a full meal. It's like my body is always in a state of imbalance."""
48,"""Lately, I've been feeling like my body is in overdrive. My stomach churns with acid reflux and indigestion after meals, no matter how much I eat.  I'm constantly hungry, and my vision seems to be playing tricks on me - blurry, distorted, and sometimes just plain strange.  And to top it all off, I've been getting these excruciating headaches that feel like someone is squeezing my head in a vise."""
48,"My vision has been acting up lately.  I see things distorted and have trouble focusing. It's like my vision is constantly flickering.  This, along with  headaches that come and go, make it hard to do anything that requires concentration.  Oh, and I've also been feeling unusually hungry, even after eating.  My neck is stiff and sore, and I feel irritable and down.  It's been a rough few weeks."
48,"""My vision has been acting up lately, seeing things distorted and having trouble focusing. It's accompanied by a constant feeling of hunger, even after eating, and a stiff neck that just won't relax. And to top it all off, I've been experiencing digestive problems like acid reflux and indigestion after meals, making it hard to enjoy my food."""
48,"""Lately, I've been feeling like my vision is playing tricks on me. Things seem distorted, and sometimes it's like I'm seeing double.  On top of that, my stomach has been acting up, with a constant feeling of indigestion and heartburn, even after eating small meals. And to top it off, I've been getting really bad headaches, often with a throbbing sensation on one side of my head. It's all very frustrating and disruptive to my daily life."""
48,"""I've been feeling a constant pressure in my head, almost like a tight band squeezing it.  This is accompanied by nausea and vomiting, and my vision seems to be getting blurry and distorted, especially when I try to focus on things.  My stomach has also been acting up, with frequent indigestion and heartburn.  This is all making it really hard to concentrate and function normally."""
48,"""My vision has been acting up lately, feeling blurry and distorted, and I've been experiencing severe headaches that come and go.  On top of that, I've been feeling constantly hungry, even after eating, and my neck has been stiff and painful.  It's also been difficult to focus, and I've felt irritable and down.  I'm worried these symptoms are related."""
48,"""Lately, I've been feeling a bit off. My vision seems blurry, and sometimes things look distorted. It's like looking through a wavy piece of glass.  Along with this, I've been having terrible headaches, and my stomach's been acting up. I have a constant feeling of hunger, even after eating, and I've been having a lot of indigestion and acid reflux. My neck also feels stiff and painful, and I've been feeling irritable and depressed. It's all very overwhelming."""
48,"My vision has been playing tricks on me lately, with things appearing distorted and blurry.  On top of that, I've been battling frequent headaches, and experiencing a feeling of intense hunger even after eating. My neck has also been stiff and sore, and my stomach feels upset with frequent bouts of indigestion and acid reflux."
48,"""My stomach has been acting up lately, with constant heartburn and a feeling of fullness even after small meals.  On top of that, I've been experiencing intense headaches that come and go, often accompanied by blurry vision and a sense of dizziness."""
48,"""Lately, I've been having trouble focusing on anything.  My vision feels distorted, and I get headaches that are so intense they make it hard to think clearly. It's like my whole body is out of whack, and I can't seem to shake this feeling of uneasiness.  My stomach has also been acting up, with constant indigestion and heartburn. It's a terrible cycle; the headaches make me feel nauseous, and the nausea makes the headaches worse."""
48,"My head feels like it's in a vice, and my vision is all blurry, making it difficult to focus. On top of that, I've been having trouble digesting my food and experiencing heartburn after meals. It's all so overwhelming and makes it hard to enjoy anything."
48,"""It feels like my vision is playing tricks on me, everything seems distorted and blurry. I've also been having a lot of stomach trouble -  acid reflux, indigestion, and even bouts of nausea. My appetite has been all over the place, sometimes feeling ravenous, other times completely uninterested in food. My neck feels stiff and sore, and to top it all off, these terrible headaches have been plaguing me.  I'm starting to feel really overwhelmed and worn out."""
48,"I've been feeling extremely sensitive to light and sound lately. Even the slightest noise or a dim light can trigger a sharp, throbbing pain in my head, usually on one side. It feels like my vision is playing tricks on me too - sometimes things appear blurry or distorted, and I even see flashing lights or spots. This is often accompanied by nausea and vomiting, making it hard to function properly.  I've also noticed a change in my appetite – sometimes I feel ravenously hungry, and other times I have no desire to eat at all."
48,"""I've been having a really hard time lately with my vision.  Things seem blurry and distorted, and I'm getting headaches frequently.  On top of that, I've been feeling incredibly hungry, even after eating, and my neck is stiff and sore.  It's hard to focus on anything, and I just feel generally out of sorts."""
48,"""Lately, I've been experiencing a strange combination of symptoms. I've noticed a significant change in my vision, with things appearing distorted and blurry.  This is accompanied by frequent, intense headaches that leave me feeling nauseous and drained.  On top of that, I've been struggling with digestive issues, experiencing acid reflux and indigestion, especially after meals.  It's like my body is constantly out of sync."""
48,"""I've been experiencing a strange combination of symptoms.  Besides the frequent headaches and blurry vision, I've also been feeling incredibly nauseous, almost like I'm going to be sick.  It's accompanied by a feeling of pressure behind my eyes, and sometimes I even see flashing lights.  On top of that, I've noticed a sensitivity to light and sound, which makes everything feel overwhelming.  I'm really struggling to focus on anything."""
48,"My head feels like it's going to explode, and my vision is blurry and distorted. It's hard to focus on anything. I also have this constant feeling of nausea, like I'm about to throw up.  I'm constantly hungry, even after I eat.  And to make matters worse, my neck is stiff and painful. I can't remember the last time I felt good."
48,"""Lately, I've been feeling like I'm constantly on edge, irritable, and experiencing a sense of unease. It's hard to focus, and even simple tasks feel overwhelming. Along with this, I've been having frequent headaches, blurred vision, and a feeling of nausea, which makes it even more challenging to function."""
48,"""I've been feeling really out of sorts lately. My vision is blurry, and I keep seeing things distorted.  On top of that, I've been experiencing headaches,  acid reflux, and  indigestion. It feels like my stomach is constantly upset, and I can barely keep food down. The headaches are intense, and the vision problems are making it hard to do anything.  It's like my whole body is out of whack."""
48,"""Lately, I've been feeling like my vision is playing tricks on me - things seem distorted, blurry, and sometimes even double.  It's accompanied by a constant headache that feels like a tight band around my head, and my stomach's been acting up too. I get acid reflux and indigestion after meals, no matter how little I eat.  It's making it hard to focus on anything, and I just feel completely out of sorts."""
48,"""My vision has been acting up lately, with things appearing blurry and distorted. It's not just my eyes though, I've also been feeling unusually hungry, even after eating.  And on top of that, my neck has been stiff and painful, and I've been experiencing frequent, throbbing headaches."""
48,"""My vision has been acting up lately, seeing things blurry and distorted.  I've also been having a lot of trouble digesting food, with frequent indigestion and a feeling of constant hunger, even after eating. To top it all off, I've been experiencing a stiff neck and a persistent headache."""
48,"""I've been having intense, throbbing headaches that are often accompanied by nausea and vomiting. My vision has also been blurry, and I've been experiencing sensitivity to light and sound. On top of that, I've been having digestive issues like acid reflux and indigestion, which seem to get worse after meals. I feel exhausted and drained even after sleeping, and I just can't seem to shake this feeling of discomfort."""
48,"I've been feeling incredibly tired and drained lately, even after getting enough sleep.  On top of that, I've been experiencing intense headaches that come and go, accompanied by blurred vision and distorted images.  I've also noticed a strange sensitivity to light, making it difficult to be in bright environments.  My stomach has been acting up too, with frequent bouts of indigestion and acid reflux.  It's all been quite debilitating and making it hard to focus on daily tasks."
48,"""I've been noticing a weird combination of things lately:  intense headaches that make it hard to focus, blurry vision, and a feeling like my stomach is constantly churning. I've also been incredibly hungry, even right after eating, and my neck has been stiff and sore. It's all really disruptive to my day-to-day life."""
48,"My stomach has been acting up lately, with a persistent feeling of fullness and heartburn after meals, even when I eat small portions. On top of that, I've been getting these intense headaches that make it hard to concentrate.  They're often accompanied by blurry vision, making it difficult to read or even look at screens."
48,"My head has been throbbing relentlessly, accompanied by blurry vision and a feeling of intense pressure behind my eyes.  To make matters worse, I’ve been experiencing a persistent feeling of nausea, along with a throbbing pain in my neck, and an overwhelming sense of fatigue, even after a full night’s rest.  This has all made it difficult to focus on my daily tasks."
48,"""Lately, I've been experiencing a combination of strange symptoms that are really bothering me.  My vision has been blurry and distorted, and I've had a persistent headache that feels like a tight band around my head.  I'm also constantly hungry, even right after eating, and my neck is stiff and painful.  On top of all this, I've been feeling depressed and irritable, and I just haven't been myself."""
48,"""My vision has been playing tricks on me lately, with things appearing distorted and blurry.  It's been accompanied by frequent headaches, a stiff neck, and a strange feeling of being constantly hungry, even after eating.  To top it off, I've been experiencing bouts of indigestion and acid reflux, which is really making it hard to enjoy my meals."""
48,"I've been feeling incredibly sensitive to light and sound lately.  Even the slightest noise or a dim light feels overwhelming.  Along with this, I've been experiencing nausea, dizziness, and a throbbing pain on one side of my head that seems to get worse with any movement.  My vision has also been blurry and I see flashing lights or spots.  This all makes it difficult to focus on anything, even simple tasks."
48,"I've been experiencing a strange combination of symptoms lately.  My vision has been blurry and distorted, making it hard to focus, and I've been seeing things differently.  On top of that, I've had constant headaches, and my stomach has been acting up with indigestion and acid reflux.  I've also been feeling unusually hungry, even after eating, and my neck has been stiff and sore.  It's all very unsettling and interfering with my daily life."
48,"My head feels like it's in a vice, with throbbing pain that makes it hard to focus. It's accompanied by blurry vision and a sense of nausea, and it's making it tough to get through my day. I've also noticed a change in my appetite, feeling uncharacteristically hungry even after eating. And to top it off, my neck has become stiff and painful, making even the simplest movements feel awkward."
48,"My vision has been acting up lately, seeing things distorted and experiencing visual disturbances. Along with this, I've been getting frequent headaches, feeling overly hungry even after meals, and dealing with a stiff neck. On top of that, I've been feeling down and irritable, and my stomach has been upset with acid reflux and indigestion. It's all been very disruptive to my daily life."
48,"""I've been having these weird, throbbing headaches that come and go, and my vision gets blurry and distorted during them.  Sometimes I see flashes of light or spots, too. It's really hard to concentrate.  On top of that, I've been feeling super hungry all the time, even right after eating, and my neck has been so stiff it's hard to turn my head. I'm also feeling really down and irritable, which isn't like me."""
48,"""I've been feeling incredibly nauseous lately, and it's been accompanied by these weird visual disturbances.  Things look distorted, and my vision is just blurry.  I also seem to be having headaches more often than usual, and I can't seem to shake this feeling of being really hungry even after I eat."""
48,"My vision has been playing tricks on me lately, things appear distorted and blurry. I’ve also been feeling unusually hungry, even right after meals, and have had a persistent stiff neck.  On top of that, I’ve been experiencing frequent headaches and acid reflux, making it hard to enjoy my food."
48,"""Lately, I've been feeling like my vision is playing tricks on me, seeing things distorted and blurry. It's accompanied by a dull throbbing headache that just won't go away. On top of that, I've been experiencing intense hunger, even right after eating, and my neck feels stiff and sore. This combination of symptoms is really starting to impact my daily life."""
48,"I've been feeling incredibly nauseous lately, especially after eating, and I've been having a lot of trouble seeing clearly. Everything seems blurry and distorted, and I've even had moments where I feel like I'm seeing double.  To make matters worse, I've also been experiencing intense throbbing headaches that seem to come and go, and I've been feeling exhausted and weak.  This is all new to me and I'm really worried about what's going on."
48,"""I've been experiencing a strange combination of symptoms lately. My vision has been blurry and distorted, making it difficult to focus on anything. I've also been feeling incredibly hungry, even after eating a full meal, and my neck has been stiff and painful. On top of that, I've been getting frequent headaches that are accompanied by a feeling of nausea and pressure behind my eyes. It all feels very overwhelming and I'm not sure what's going on."""
48,"""Lately, I've been feeling like a fog is descending on me. My vision seems blurry and distorted, and I have trouble focusing.  It's accompanied by intense headaches that pulsate and feel like they're behind my eyes.  Along with that, I've been experiencing stomach upset, with acid reflux and indigestion that make eating uncomfortable.  It's all very disorienting and draining."""
48,"I've been feeling completely off lately. My vision seems distorted, and I get headaches that are so intense they make me nauseous.  I've also been battling a weird combination of excessive hunger and digestive issues, including heartburn and indigestion, that make it hard to eat anything without feeling uncomfortable. My neck has also been incredibly stiff, and I've been unusually irritable and depressed."
48,"""Lately, my vision has been acting up, with things appearing blurry and distorted.  It's been accompanied by frequent headaches and a feeling of constant hunger, even after eating.  I've also been battling indigestion and heartburn, which seems to worsen after meals."""
48,"I've been noticing a recurring pattern: intense headaches that come with blurry vision, often accompanied by a feeling of nausea and a strange sensitivity to light. These headaches seem to be triggered by certain foods, and I've been experiencing a lot of indigestion and heartburn, even after small meals.  It's becoming harder to focus and concentrate, and I feel a constant fatigue that's making it difficult to get through the day."
48,"My vision has been acting up lately. Things seem distorted, and I'm getting flashes of light.  I've also been having a lot of headaches that feel like a tight band around my head.  On top of that, my stomach's been giving me trouble with acid reflux and indigestion, especially after meals.  It's like my body's just not cooperating lately."
48,"My vision has been playing tricks on me lately, with everything appearing distorted and blurry.  It's like looking through a wavy mirror, and it's making me feel incredibly disoriented. This is accompanied by a persistent headache, like a vise squeezing my temples. I'm also experiencing a strange combination of extreme hunger and digestive problems, feeling both ravenous and uncomfortable after meals. My neck is stiff, almost painful to move, and I've been feeling incredibly irritable and down lately. This whole experience is making it hard to focus on anything, let alone enjoy my usual activities."
48,"""Lately, I've been feeling a strange pressure behind my eyes, accompanied by a throbbing pain in my head that seems to come and go. My vision is blurry and distorted, and I can't seem to focus properly. My stomach has been acting up too, with a burning sensation and difficulty digesting food. It feels like my whole body is out of whack."""
48,"""My vision has been acting up lately. I see things distorted and have trouble focusing.  It's not just my eyes though, I've also been experiencing  frequent headaches, a stiff neck, and a feeling of being constantly hungry even after eating. My stomach has been giving me trouble too, with acid reflux and indigestion."""
48,"""Lately, my vision has been acting up, with things looking distorted and blurry. It's making it hard to focus on tasks, and sometimes I even see flashing lights.  Along with that, I've been having intense headaches, which are often accompanied by a feeling of nausea.  I've also noticed that I’m constantly hungry, even after eating a full meal.  To top it all off, I've been experiencing some digestive problems, like heartburn and indigestion, making it hard to enjoy meals."""
48,"""My vision has been acting up lately, blurring and distorting everything I see. I've also been feeling an intense pressure in my head, almost like a tight band is squeezing it.  On top of that, I've been having trouble digesting my food, with a constant feeling of indigestion and heartburn. It's been making it really difficult to focus on anything else."""
48,"""Lately, I've been feeling incredibly out of sorts. I've had these persistent headaches, and my vision seems to be getting blurry, almost like looking through a haze. It's hard to focus on anything, and the headaches are so intense, it's affecting everything I do. On top of that, I've been experiencing digestive issues, with a feeling of constant hunger, even after eating, and a gnawing, almost painful sensation in my stomach. It's like my body isn't digesting food properly. The strange thing is, my neck feels stiff and sore too, like it's locked in place."""
48,"My stomach has been acting up lately, with frequent heartburn and indigestion, especially after meals.  I've also been experiencing intense headaches that come and go, often accompanied by blurry or distorted vision.  It feels like my body is just out of whack, and it's been making it difficult to concentrate and focus on everyday tasks."
48,"""Lately, I've been feeling like a fog is settling over my vision, making everything seem blurry and distorted. It's accompanied by a gnawing hunger that doesn't seem to be satisfied, even after eating.  My stomach has been acting up too, with a constant feeling of indigestion and acid reflux.  To top it off, I've been experiencing these persistent headaches that make it hard to focus on anything."""
48,"""I've been feeling really out of sorts lately. My vision has been playing tricks on me, things seem blurry and distorted. It's like the world is through a kaleidoscope, and I'm constantly battling headaches that leave me feeling drained. On top of it all, my stomach's been acting up - acid reflux and indigestion are making it hard to enjoy even simple meals."""
48,"""My vision has been playing tricks on me lately, things appear distorted and blurry. I've also been experiencing intense headaches, a constant feeling of hunger even after eating, and an uncomfortable stiffness in my neck. To top it off, my stomach has been acting up with acid reflux and indigestion after meals."""
48,"My head feels like it's going to explode, and my vision is blurry and distorted.  It's hard to focus on anything, and my stomach is in knots.  I've been experiencing a lot of indigestion, and I can't seem to get a good night's sleep.  On top of that, I feel constantly hungry, even right after eating, and my neck feels stiff and sore.  I'm exhausted, irritable, and generally just feel out of sorts."
48,"""It feels like my stomach is constantly on fire, with a burning sensation after meals. On top of that, I've been having severe headaches that make it hard to focus, and my vision has been blurry and distorted. It's almost like my body is fighting against itself."""
48,"""My vision has been acting up lately, with blurry patches and even some distortion. I've also been having intense headaches that are accompanied by a feeling of pressure behind my eyes.  On top of all this, I've been experiencing extreme hunger even after eating, and my neck has been so stiff it's hard to turn my head."""
48,"My head feels like it's in a vice, with throbbing pain that makes it hard to focus.  My vision is blurry, and I can't seem to shake this feeling of nausea.  It's like everything is spinning, and the slightest movement makes me feel sick."
48,"My vision has been blurry and distorted, and I've been seeing things as if they are moving or changing shapes.  I've also been experiencing frequent headaches, and I have a feeling of intense pressure in my head. On top of that, I’ve been feeling unusually hungry even after eating, and my neck feels stiff and sore. I'm also having problems with my stomach, like heartburn and indigestion."
48,"""I've been noticing a strange combination of symptoms lately. My vision has been blurry and distorted, making it hard to focus.  Along with that, I've been feeling unusually hungry, even after eating a full meal.  I've also been battling frequent headaches, which sometimes come with a stiff neck.  To top it all off, I've been feeling unusually irritable and down, which is unlike me."""
48,"My vision has been playing tricks on me lately. Things appear distorted, and I see flashes of light that aren't there.  This, along with a persistent headache that feels like a tight band around my head, is making it hard to focus.  I've also been experiencing acid reflux and indigestion, especially after meals, which is adding to my overall discomfort."
48,"""Lately, I've been feeling like I'm in a fog. My vision is blurry and distorted, and things seem to move around.  I get frequent headaches that make it hard to concentrate, and my stomach has been acting up with indigestion and acid reflux.  It's like my body is constantly out of whack."""
48,"""Lately, I've been feeling like I'm in a fog. My vision is blurry and distorted, and I'm seeing things that aren't really there. I also have a constant headache that feels like a tight band around my head. On top of that, I've been having trouble with my stomach, experiencing acid reflux and indigestion after meals. It's all very overwhelming and making it difficult to focus on anything."""
48,"My vision has been acting up lately, with things appearing distorted and blurry.  It's accompanied by a constant feeling of hunger, even after eating.  On top of that, I've been having frequent headaches, and my neck is constantly stiff.  To make matters worse, I've been struggling with acid reflux and indigestion, which makes it hard to enjoy meals.  This whole experience is starting to affect my mood, leaving me feeling irritable and depressed.  I'm worried this might be something serious."
48,"My head feels like it's in a vice, throbbing with a relentless pain that makes it hard to focus. My vision is blurry, things seem distorted, and I'm constantly battling nausea.  I've also been struggling with indigestion and heartburn, making it difficult to enjoy meals. The pain and discomfort are so overwhelming that I've been feeling depressed and irritable.  It's like my body is constantly fighting against itself, and I just want it to stop."
48,"""My vision has been acting up lately, with blurry spots and everything looking distorted. It's almost like I'm seeing through a haze.  On top of that, I've been having intense headaches that come and go, and my stomach has been feeling off. I've been experiencing acid reflux and indigestion, especially after meals, and I find myself feeling hungry all the time, even after eating.  I'm also feeling unusually irritable and depressed, and my neck has been stiff and painful."""
48,"""I've been feeling a constant pressure in my head, and my vision has been playing tricks on me. Sometimes things seem distorted, and I have trouble focusing. On top of that, my stomach has been acting up – I'm experiencing heartburn and indigestion after meals, and I feel excessively hungry even after eating. It's like my body is out of whack."""
48,"""Lately, I've been experiencing a strange combination of symptoms. My vision seems to be playing tricks on me - things appear distorted and blurry.  At the same time, I've been struggling with persistent headaches, a stiff neck, and a feeling of constant hunger, even after eating.  To top it all off, I've been feeling incredibly irritable and down, and my stomach's been acting up with indigestion and acid reflux."""
48,"""Lately, I've been feeling really out of sorts. My vision has been acting up, things seem blurry and distorted. I've also been experiencing frequent headaches that are sometimes accompanied by nausea.  On top of that, I've noticed my appetite has been out of whack - I feel constantly hungry, even after eating. And to make things worse, I've been having digestive issues, including acid reflux and indigestion."""
48,"""My vision has been playing tricks on me lately - things seem distorted and blurry, and I often have trouble focusing. On top of that, I've been feeling intensely hungry, even right after eating, and my neck has been stiff and sore. This all comes along with persistent headaches and a feeling of being constantly down and irritable."""
48,"""I've been feeling off lately, with a strange mix of things going on. My vision has been acting up, things seem distorted and blurry. I've also been having a lot of stomach trouble - acid reflux and indigestion are making it hard to enjoy meals.  On top of that, I've been experiencing  frequent headaches that make it difficult to focus, and my neck feels stiff and sore."""
48,"""I've been having trouble focusing on my work lately, and my vision seems to be getting worse.  Things look distorted and blurry, especially during a headache.  I've also been experiencing a lot of indigestion and heartburn, even when I'm eating light meals. It feels like my stomach is constantly upset. On top of that, I've been feeling unusually irritable and my neck has been stiff and painful."""
48,"""Lately, I've been experiencing a strange combination of symptoms. My vision has been acting up, with things appearing distorted and blurry.  At the same time, I've been feeling a deep, persistent hunger, even after eating.  And to top it all off, I've been having frequent headaches, often accompanied by a stiff neck and an overall feeling of irritability and sadness."""
48,"My stomach has been acting up lately, with a constant feeling of fullness and heartburn, even after eating light meals.  This is accompanied by intense headaches, sometimes on one side of my head, along with blurry vision that makes it hard to read or focus.  It's been affecting my energy levels and concentration, making it difficult to go about my daily tasks."
48,"""Lately, I've been feeling completely out of sorts. My vision has been playing tricks on me, things seem distorted and blurry.  Along with this, I've been experiencing severe headaches that come and go, accompanied by a feeling of nausea and dizziness.  To top it off, my stomach has been acting up, with frequent bouts of heartburn and indigestion."""
48,"I've been feeling a deep, throbbing pain in my head, and my vision has become blurry and distorted.  It's hard to focus, and I'm seeing things as if they're moving or shimmering.  On top of that, my stomach has been acting up -  I experience frequent bouts of indigestion and heartburn, almost like my stomach is trying to push everything back up.  This has been happening for several days, and it's really starting to impact my ability to function normally."
48,"My head feels like it's in a vice, with throbbing pain that makes it hard to concentrate.  My vision is blurry and distorted, and I see flashing lights and zigzagging lines.  On top of that, I've been struggling with intense stomach discomfort - heartburn, acid reflux, and indigestion make it hard to eat, even though I feel constantly hungry. I also feel unusually irritable and depressed, and my neck is so stiff I can barely turn my head. It's like my body is rebelling against me, and I just want the pain to stop."
48,"My head feels like it's being squeezed in a vice grip, accompanied by waves of nausea.  It's hard to focus on anything because my vision is blurry and distorted, almost like looking through a kaleidoscope.  The pain is so intense that even the slightest movement makes it worse."
48,"""My vision has been playing tricks on me lately, things appear distorted and blurry.  Along with that, I've been experiencing intense headaches, and a constant feeling of hunger, even after eating. My neck is stiff and painful, and I’ve been feeling incredibly irritable and depressed."""
48,"My vision has been playing tricks on me lately, things appear distorted and blurry.  Along with this, I've been experiencing frequent, intense headaches and  a feeling of general discomfort.  My stomach has been acting up too, with a combination of acid reflux, indigestion, and a persistent feeling of hunger, even after eating.  I've also noticed a stiff neck, which seems to worsen when I try to move it.  It's affecting my ability to focus, and I've been feeling more irritable and down lately."
48,"My vision has been acting up lately, blurring and distorting things.  I've been feeling nauseous and have been experiencing  headaches that seem to get worse with any kind of light. My stomach's been acting up too, with a lot of acid reflux and indigestion, especially after meals. It feels like I'm always hungry, even after eating, and my neck is often stiff. I've also been feeling down and irritable, which isn't like me."
48,"""My vision has been playing tricks on me lately, with everything appearing distorted and blurry.  It's accompanied by a throbbing headache that seems to linger, and I've been having a hard time digesting food, feeling overly hungry even after meals.  My neck feels stiff and sore, and I've been feeling a bit down and irritable, which is unusual for me."""
48,"""Lately, I've been feeling like I'm constantly on edge. My vision has been blurry, and sometimes things seem distorted. It's hard to concentrate, and I get headaches that feel like a tight band around my head.  On top of that, my stomach has been acting up -  lots of indigestion and heartburn, even after small meals."""
48,"""It feels like my head is in a vice, and my vision is playing tricks on me. I'm seeing everything blurry, and sometimes it's like I'm looking through a kaleidoscope. On top of that, my stomach's been acting up.  I get heartburn and indigestion after every meal, and I'm always hungry, even after I've eaten. It's like my body is trying to tell me something, but I don't know what."""
48,"My vision has been playing tricks on me lately, with things appearing distorted and blurry. It's been accompanied by intense headaches that often leave me feeling nauseous and unable to focus. To make matters worse, I've also been struggling with digestive issues like heartburn and indigestion, which seem to flare up after meals."
48,"""My vision has been acting up lately, with things appearing distorted and blurry.  This is coupled with frequent headaches and a feeling of constant hunger, even after eating. I've also been experiencing a stiff neck and an overall sense of fatigue and irritability. It's like my body is out of whack."""
48,"""Lately, I've been feeling like my vision is playing tricks on me.  Things seem distorted and blurry, and I often see flashing lights or zigzag patterns.  On top of that, I've been getting intense headaches that seem to come out of nowhere, sometimes accompanied by nausea and vomiting.  It's really affecting my ability to focus and function at work."""
48,"""Lately, I've been feeling a strange combination of things. My stomach has been acting up, with frequent indigestion and a burning sensation after meals.  Along with this, I've been experiencing intense headaches, often accompanied by blurred or distorted vision. It's almost as if my vision is playing tricks on me, making it difficult to focus.  On top of all this, I feel constantly hungry, even after eating, and my neck has been unusually stiff.  This whole experience is leaving me feeling irritable and emotionally drained."""
48,"My head feels like it's in a vice, with a throbbing pain that's making it hard to focus. I can't seem to shake this feeling of nausea and my vision is blurry, making it difficult to see clearly. I've also been having trouble with my digestion, feeling bloated and experiencing acid reflux after meals."
48,"My vision has been playing tricks on me lately.  Things seem distorted, and I'm having trouble focusing.  It's making it difficult to read or even watch TV. On top of that, I've been feeling extremely hungry, even right after eating. My neck is stiff and sore, and I've been getting frequent headaches.  It feels like my stomach is always upset, with acid reflux and indigestion. I'm not sure what's going on, but it's really taking a toll on me."
48,"""Lately, I've been experiencing a strange mix of symptoms. It starts with a feeling of intense hunger, even after eating a full meal. This is accompanied by a stiff neck, making it difficult to turn my head.  My vision has also been acting up, blurry and distorted at times.  The headaches are the worst, throbbing and intense, making it hard to focus. I've also noticed a change in my mood, feeling depressed and irritable. And to top it all off, I've been suffering from acid reflux and indigestion, making it hard to enjoy meals."""
48,"I've been feeling a strange combination of symptoms lately. My stomach has been acting up, with frequent indigestion and a burning sensation after meals. At the same time, my head has been pounding with intense headaches, and my vision has become blurry and distorted, almost like looking through a fog. It's hard to focus, and even simple tasks feel overwhelming."
48,"""I've been feeling incredibly nauseous, and my vision is blurry, making it hard to see clearly. I've also been experiencing a lot of indigestion and heartburn, and I've been getting headaches that feel like a throbbing band around my head."""
48,"""I've been feeling incredibly fatigued lately, and everything seems blurry. I've also been experiencing a lot of stomach upset with frequent heartburn and indigestion, and I've been having trouble concentrating."""
48,"""My head has been throbbing for days now, and my vision is blurry, almost like everything is distorted.  I can't seem to get a good grip on my food lately. My stomach churns, and I feel bloated after every meal.  Even though I eat, I feel constantly hungry, and my neck has been stiff and sore.  All of this has left me feeling irritable and down."""
48,"My vision has been blurry and distorted lately, and I've been seeing things differently.  Along with that, I've been experiencing frequent headaches and a stiff neck.  My stomach has been acting up too, with acid reflux and indigestion after meals.  I haven't been able to digest food properly, and I've been feeling incredibly hungry even after eating.  To top it all off, I've been feeling depressed and irritable, and I've just not been myself.  I'm concerned about these symptoms and would like to see a doctor to get checked out."
48,"""I've been feeling really out of sorts lately.  My stomach's been acting up, with constant heartburn and indigestion.  My head feels like it's going to explode with these throbbing headaches, and my vision is blurry and distorted.  On top of it all, I have a stiff neck and just can't seem to get enough to eat.  It's like my body is constantly sending mixed signals."""
48,"""I've been having a hard time focusing lately. My vision seems blurry and distorted, and sometimes things look like they're moving even when they're not. I've also been getting frequent headaches that are throbbing and intense.  On top of that, I've been feeling really tired, even though I'm getting enough sleep.  My stomach's been acting up too - I've been experiencing a lot of indigestion and heartburn, and I'm always feeling hungry, even after eating."""
48,"""Lately, I've been feeling like a fog is settling over my vision, making it hard to see clearly.  This blurry vision comes and goes, and it's accompanied by throbbing headaches that feel like they're behind my eyes.  My stomach has also been acting up, with constant indigestion and a feeling of acid reflux after meals."""
48,"""I've been having these weird visual disturbances, seeing things distorted and blurry.  It's like my vision is playing tricks on me.  And on top of that, I've been getting these really bad headaches, and my stomach has been acting up, with acid reflux and indigestion.  I feel like I'm constantly hungry, even right after eating.  It's all very unsettling."""
48,"My vision has been playing tricks on me lately, with things appearing distorted and blurry. I've also been experiencing frequent headaches that seem to worsen after meals, along with a persistent feeling of indigestion and stomach acid. I've noticed I'm unusually hungry, even after eating, and my neck feels stiff and sore.  On top of all this, I've been feeling irritable and down, which makes it difficult to focus on anything."
